@relation 'de.lukonjun.metricscollector.ml.J48AnomalyDetector@62e9b061 data'

@attribute memoryUsageBytes numeric
@attribute cpuUsageNanocores numeric
@attribute logsfsUsedBytes numeric
@attribute rootfsUsedBytes numeric
@attribute imageSizeBytes numeric
@attribute rx_bytes numeric
@attribute tx_bytes numeric
@attribute ioServiceRecursiveRead numeric
@attribute ioServiceRecursiveWrite numeric
@attribute usedBytesVolume numeric
@attribute runningTimeSeconds numeric
@attribute class {mysql,nginx,mongodb,postgresql,apache}

@data
233467904,4781639,53248,40960,448102503,956,42,1023,1023,0,2240270,mysql
233476096,6390379,53248,40960,448102503,956,42,1023,1023,0,2240280,mysql
233877504,6378292,53248,40960,448102503,956,42,1023,1023,0,2240290,mysql
233877504,6378292,53248,40960,448102503,956,42,1023,1023,0,2240300,mysql
233492480,5486906,53248,40960,448102503,956,42,1023,1023,0,2240310,mysql
233492480,5486906,53248,40960,448102503,956,42,1023,1023,0,2240320,mysql
233492480,7307569,53248,40960,448102503,956,42,1023,1023,0,2240330,mysql
233492480,6221073,53248,40960,448102503,956,42,1023,1023,0,2240340,mysql
233492480,5172803,53248,40960,448102503,956,42,1023,1023,0,2240350,mysql
233492480,6741819,53248,40960,448102503,956,42,1023,1023,0,2240360,mysql
233492480,6741819,53248,40960,448102503,956,42,1023,1023,0,2240370,mysql
233492480,7539774,53248,40960,448102503,956,42,1023,1023,0,2240380,mysql
233492480,7539774,53248,40960,448102503,956,42,1023,1023,0,2240390,mysql
233492480,6972396,53248,40960,448102503,956,42,1023,1023,0,2240400,mysql
233492480,6972396,53248,40960,448102503,956,42,1023,1023,0,2240410,mysql
233472000,5202206,53248,40960,448102503,956,42,1023,1023,0,2240420,mysql
233476096,5026038,53248,40960,448102503,956,42,1023,1023,0,2240430,mysql
233476096,5026038,53248,40960,448102503,956,42,1023,1023,0,2240440,mysql
233480192,7089889,53248,40960,448102503,956,42,1023,1023,0,2240450,mysql
233480192,7089889,53248,40960,448102503,956,42,1023,1023,0,2240460,mysql
233480192,6569086,53248,40960,448102503,956,42,1023,1023,0,2240470,mysql
233480192,6569086,53248,40960,448102503,956,42,1023,1023,0,2240480,mysql
233480192,7762019,53248,40960,448102503,956,42,1023,1023,0,2240490,mysql
233488384,7754542,53248,40960,448102503,956,42,1023,1023,0,2240500,mysql
233488384,7754542,53248,40960,448102503,956,42,1023,1023,0,2240510,mysql
233488384,6194956,53248,40960,448102503,956,42,1023,1023,0,2240520,mysql
233500672,7045054,53248,40960,448102503,956,42,1023,1023,0,2240530,mysql
233435136,5338228,53248,40960,448102503,956,42,1023,1023,0,2240540,mysql
233435136,5338228,53248,40960,448102503,956,42,1023,1023,0,2240550,mysql
233435136,6020628,53248,40960,448102503,956,42,1023,1023,0,2240560,mysql
233435136,6020628,53248,40960,448102503,956,42,1023,1023,0,2240570,mysql
233435136,6438228,53248,40960,448102503,956,42,1023,1023,0,2240580,mysql
233435136,5281994,53248,40960,448102503,956,42,1023,1023,0,2240590,mysql
233435136,5479201,53248,40960,448102503,956,42,1023,1023,0,2240600,mysql
233435136,5479201,53248,40960,448102503,956,42,1023,1023,0,2240610,mysql
233435136,7067210,53248,40960,448102503,956,42,1023,1023,0,2240620,mysql
233435136,6685778,53248,40960,448102503,956,42,1023,1023,0,2240629,mysql
233435136,6685778,53248,40960,448102503,956,42,1023,1023,0,2240640,mysql
233435136,7032632,53248,40960,448102503,956,42,1023,1023,0,2240650,mysql
233435136,4594277,53248,40960,448102503,956,42,1023,1023,0,2240660,mysql
233435136,4594277,53248,40960,448102503,956,42,1023,1023,0,2240670,mysql
233439232,6091930,53248,40960,448102503,956,42,1023,1023,0,2240680,mysql
233439232,6091930,53248,40960,448102503,956,42,1023,1023,0,2240690,mysql
233439232,6779829,53248,40960,448102503,956,42,1023,1023,0,2240700,mysql
233439232,6249361,53248,40960,448102503,956,42,1023,1023,0,2240710,mysql
233439232,6249361,53248,40960,448102503,956,42,1023,1023,0,2240720,mysql
233439232,7600377,53248,40960,448102503,956,42,1023,1023,0,2240730,mysql
233439232,5432368,53248,40960,448102503,956,42,1023,1023,0,2240740,mysql
233439232,5432368,53248,40960,448102503,956,42,1023,1023,0,2240750,mysql
233439232,6399786,53248,40960,448102503,956,42,1023,1023,0,2240760,mysql
233439232,4109363,53248,40960,448102503,956,42,1023,1023,0,2240770,mysql
233439232,4109363,53248,40960,448102503,956,42,1023,1023,0,2240780,mysql
233439232,8919416,53248,40960,448102503,956,42,1023,1023,0,2240790,mysql
233439232,4752491,53248,40960,448102503,956,42,1023,1023,0,2240800,mysql
233455616,5556168,53248,40960,448102503,956,42,1023,1023,0,2240810,mysql
233455616,5556168,53248,40960,448102503,956,42,1023,1023,0,2240820,mysql
233472000,6072239,53248,40960,448102503,956,42,1023,1023,0,2240830,mysql
225439744,29023517,339513344,20480,387197322,914,42,1288,1288,0,2240145,mongodb
225390592,22251488,339513344,20480,387197322,914,42,1288,1288,0,2240155,mongodb
225431552,29939701,339521536,20480,387197322,914,42,1288,1288,0,2240165,mongodb
225431552,29939701,339521536,20480,387197322,914,42,1288,1288,0,2240175,mongodb
225464320,29508481,339521536,20480,387197322,914,42,1288,1288,0,2240185,mongodb
225464320,29508481,339521536,20480,387197322,914,42,1288,1288,0,2240195,mongodb
225439744,28660172,339521536,20480,387197322,914,42,1288,1288,0,2240205,mongodb
225439744,23388634,339521536,20480,387197322,914,42,1288,1288,0,2240215,mongodb
241913856,32641679,339529728,20480,387197322,914,42,1288,1288,0,2240225,mongodb
241913856,32641679,339529728,20480,387197322,914,42,1288,1288,0,2240235,mongodb
225341440,30890084,339529728,20480,387197322,914,42,1288,1288,0,2240245,mongodb
225382400,29167780,339529728,20480,387197322,914,42,1288,1288,0,2240255,mongodb
225382400,29167780,339529728,20480,387197322,914,42,1288,1288,0,2240265,mongodb
225431552,22554012,339529728,20480,387197322,914,42,1288,1288,0,2240275,mongodb
225411072,41915503,339537920,20480,387197322,914,42,1288,1288,0,2240285,mongodb
225411072,41915503,339537920,20480,387197322,914,42,1288,1288,0,2240295,mongodb
225411072,24091067,339537920,20480,387197322,914,42,1288,1288,0,2240305,mongodb
225411072,24091067,339537920,20480,387197322,914,42,1288,1288,0,2240315,mongodb
225329152,32490663,339537920,20480,387197322,914,42,1288,1288,0,2240325,mongodb
225341440,29535235,339537920,20480,387197322,914,42,1288,1288,0,2240335,mongodb
225415168,28192007,339550208,20480,387197322,914,42,1288,1288,0,2240345,mongodb
225415168,28192007,339550208,20480,387197322,914,42,1288,1288,0,2240355,mongodb
225316864,24645057,339550208,20480,387197322,914,42,1288,1288,0,2240365,mongodb
225316864,24645057,339550208,20480,387197322,914,42,1288,1288,0,2240375,mongodb
225337344,33128919,339550208,20480,387197322,914,42,1288,1288,0,2240385,mongodb
225337344,33128919,339550208,20480,387197322,914,42,1288,1288,0,2240395,mongodb
225374208,29247566,339550208,20480,387197322,914,42,1288,1288,0,2240405,mongodb
225484800,25219047,339558400,20480,387197322,914,42,1288,1288,0,2240415,mongodb
225484800,25219047,339558400,20480,387197322,914,42,1288,1288,0,2240425,mongodb
225415168,34811323,339558400,20480,387197322,914,42,1288,1288,0,2240435,mongodb
225316864,28408685,339558400,20480,387197322,914,42,1288,1288,0,2240445,mongodb
225341440,29425260,339558400,20480,387197322,914,42,1288,1288,0,2240455,mongodb
225341440,29425260,339558400,20480,387197322,914,42,1288,1288,0,2240465,mongodb
225382400,25492097,339566592,20480,387197322,914,42,1288,1288,0,2240475,mongodb
225382400,25492097,339566592,20480,387197322,914,42,1288,1288,0,2240485,mongodb
225337344,36011132,339566592,20480,387197322,914,42,1288,1288,0,2240495,mongodb
225402880,32429001,339566592,20480,387197322,914,42,1288,1288,0,2240505,mongodb
225402880,32429001,339566592,20480,387197322,914,42,1288,1288,0,2240515,mongodb
225406976,25553358,339566592,20480,387197322,914,42,1288,1288,0,2240525,mongodb
225406976,25553358,339566592,20480,387197322,914,42,1288,1288,0,2240535,mongodb
225353728,29095583,339574784,20480,387197322,914,42,1288,1288,0,2240545,mongodb
225378304,20748795,339574784,20480,387197322,914,42,1288,1288,0,2240555,mongodb
225415168,32829004,339574784,20480,387197322,914,42,1288,1288,0,2240565,mongodb
225415168,32829004,339574784,20480,387197322,914,42,1288,1288,0,2240575,mongodb
225460224,30219293,339574784,20480,387197322,914,42,1288,1288,0,2240585,mongodb
225460224,25717386,339582976,20480,387197322,914,42,1288,1288,0,2240595,mongodb
225447936,29647346,339582976,20480,387197322,914,42,1288,1288,0,2240605,mongodb
225447936,29647346,339582976,20480,387197322,914,42,1288,1288,0,2240615,mongodb
225447936,30447987,339582976,20480,387197322,914,42,1288,1288,0,2240625,mongodb
225452032,25196045,339582976,20480,387197322,914,42,1288,1288,0,2240635,mongodb
225452032,25196045,339582976,20480,387197322,914,42,1288,1288,0,2240645,mongodb
225353728,30260360,339595264,20480,387197322,914,42,1288,1288,0,2240655,mongodb
225353728,30260360,339595264,20480,387197322,914,42,1288,1288,0,2240665,mongodb
225378304,25609453,339595264,20480,387197322,914,42,1288,1288,0,2240675,mongodb
225378304,25609453,339595264,20480,387197322,914,42,1288,1288,0,2240685,mongodb
225415168,32288466,339595264,20480,387197322,914,42,1288,1288,0,2240695,mongodb
225415168,32288466,339595264,20480,387197322,914,42,1288,1288,0,2240705,mongodb
225370112,29661557,339603456,20480,387197322,914,42,1288,1288,0,2240715,mongodb
226418688,20915277,339603456,20480,387197322,914,42,1288,1288,0,2240725,mongodb
226418688,20915277,339603456,20480,387197322,914,42,1288,1288,0,2240735,mongodb
3461120,0,28672,94208,133122553,872,42,1,1,0,1007114,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007124,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007134,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007144,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007154,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007164,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007173,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007184,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007194,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007204,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007214,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007224,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007234,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007244,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007254,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007264,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007274,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007284,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007294,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007304,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007314,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007324,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007334,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007344,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007354,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007364,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007374,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007384,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007394,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007404,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007414,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007424,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007434,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007444,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007454,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007464,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007474,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007484,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007494,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007504,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007514,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007524,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007534,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007544,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007554,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007564,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007574,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007584,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007594,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007603,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007614,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007623,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007634,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007644,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007654,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007664,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007674,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007684,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007694,nginx
3461120,0,28672,94208,133122553,872,42,1,1,0,1007704,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947529,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947539,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947549,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947559,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947569,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947579,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947588,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947599,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947609,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947619,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947629,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947639,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947649,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947659,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947669,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947679,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947689,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947699,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947709,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947719,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947729,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947739,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947749,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947759,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947769,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947779,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947789,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947799,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947808,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947819,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947829,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947839,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947849,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947859,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947869,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947879,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947889,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947899,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947909,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947919,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947929,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947939,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947949,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947959,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947969,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947979,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947989,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,947999,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,948009,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,948019,nginx
3473408,0,28672,94208,133122553,830,42,0,0,0,948029,nginx
