@relation 'de.lukonjun.metricscollector.ml.J48AnomalyDetector@7561a8c data'

@attribute memoryUsageBytes numeric
@attribute cpuUsageNanocores numeric
@attribute logsfsUsedBytes numeric
@attribute rootfsUsedBytes numeric
@attribute rx_bytes numeric
@attribute tx_bytes numeric
@attribute ioServiceRecursiveRead numeric
@attribute ioServiceRecursiveWrite numeric
@attribute usedBytesVolume numeric
@attribute runningTimeSeconds numeric
@attribute class {mysql,nginx,mongodb,postgresql,apache}

@data
3948544,98395,28672,86016,42080400,21939844,19,1,0,515668,nginx
3948544,98395,28672,86016,42081760,21940544,19,1,0,515677,nginx
3948544,140820,28672,86016,42082848,21941104,19,1,0,515688,nginx
3948544,71466,28672,86016,42083664,21941524,19,1,0,515698,nginx
3948544,71466,28672,86016,42083664,21941524,19,1,0,515708,nginx
3948544,124713,28672,86016,42085296,21942364,19,1,0,515718,nginx
3948544,68652,28672,86016,42086112,21942784,19,1,0,515728,nginx
3948544,100971,28672,86016,42086112,21942784,19,1,0,515738,nginx
3948544,100971,28672,86016,42087472,21943484,19,1,0,515748,nginx
3948544,88959,28672,86016,42088560,21944044,19,1,0,515758,nginx
3948544,88959,28672,86016,42088560,21944044,19,1,0,515768,nginx
3948544,123041,28672,86016,42090192,21944950,19,1,0,515778,nginx
3948544,73848,28672,86016,42091008,21945370,19,1,0,515788,nginx
3948544,85668,28672,86016,42091008,21945370,19,1,0,515798,nginx
3948544,85668,28672,86016,42092640,21946210,19,1,0,515808,nginx
3948544,114379,28672,86016,42092640,21946210,19,1,0,515818,nginx
3948544,76310,28672,86016,42093728,21946770,19,1,0,515828,nginx
3948544,76310,28672,86016,42095360,21947610,19,1,0,515838,nginx
3948544,118643,28672,86016,42095360,21947610,19,1,0,515848,nginx
3948544,118643,28672,86016,42096448,21948170,19,1,0,515858,nginx
3948544,123256,28672,86016,42096448,21948170,19,1,0,515868,nginx
3948544,94103,28672,86016,42097808,21948870,19,1,0,515878,nginx
3948544,94103,28672,86016,42099168,21949636,19,1,0,515888,nginx
3948544,108059,28672,86016,42099168,21949636,19,1,0,515898,nginx
3948544,91652,28672,86016,42100256,21950196,19,1,0,515908,nginx
3948544,67511,28672,86016,42101344,21950756,19,1,0,515918,nginx
3948544,67511,28672,86016,42102704,21951456,19,1,0,515928,nginx
3948544,131304,28672,86016,42102704,21951456,19,1,0,515938,nginx
3948544,92413,28672,86016,42104064,21952156,19,1,0,515948,nginx
3948544,92413,28672,86016,42104064,21952156,19,1,0,515958,nginx
3948544,135892,28672,86016,42105424,21952856,19,1,0,515968,nginx
3948544,83930,28672,86016,42106512,21953416,19,1,0,515978,nginx
3948544,102395,28672,86016,42107328,21953836,19,1,0,515988,nginx
3948544,102395,28672,86016,42107328,21953836,19,1,0,515998,nginx
3948544,98868,28672,86016,42108960,21954676,19,1,0,516008,nginx
3948544,81706,28672,86016,42108960,21954676,19,1,0,516017,nginx
3948544,84173,28672,86016,42110592,21955516,19,1,0,516028,nginx
3948544,84173,28672,86016,42110592,21955516,19,1,0,516038,nginx
3948544,116946,28672,86016,42111952,21956216,19,1,0,516048,nginx
3948544,116946,28672,86016,42113040,21956776,19,1,0,516058,nginx
3948544,121152,28672,86016,42114128,21957336,19,1,0,516068,nginx
3948544,121152,28672,86016,42114128,21957336,19,1,0,516078,nginx
3948544,97036,28672,86016,42115488,21958036,19,1,0,516088,nginx
3948544,97036,28672,86016,42115488,21958036,19,1,0,516098,nginx
3948544,131175,28672,86016,42116848,21958736,19,1,0,516108,nginx
3948544,67212,28672,86016,42118208,21959436,19,1,0,516118,nginx
3948544,67212,28672,86016,42118208,21959436,19,1,0,516128,nginx
3948544,92754,28672,86016,42119296,21959996,19,1,0,516138,nginx
3948544,96503,28672,86016,42119296,21959996,19,1,0,516148,nginx
3948544,96503,28672,86016,42120656,21960696,19,1,0,516158,nginx
3948544,111482,28672,86016,42121744,21961256,19,1,0,516167,nginx
3948544,92610,28672,86016,42121744,21961256,19,1,0,516178,nginx
3948544,71555,28672,86016,42123376,21962096,19,1,0,516188,nginx
3948544,82768,28672,86016,42124736,21962796,19,1,0,516198,nginx
3948544,82768,28672,86016,42124736,21962796,19,1,0,516208,nginx
3948544,119844,28672,86016,42125824,21963356,19,1,0,516218,nginx
3948544,119844,28672,86016,42126912,21963916,19,1,0,516228,nginx
3948544,109288,28672,86016,42126912,21963916,19,1,0,516238,nginx
3948544,113781,28672,86016,42128544,21964756,19,1,0,516248,nginx
194560000,33597444,128049152,69632,1040,42,188,126325,0,515269,mongodb
194633728,30013945,128049152,69632,1040,42,188,126335,0,515279,mongodb
194633728,30013945,128049152,69632,1040,42,188,126336,0,515289,mongodb
194564096,31839473,128049152,69632,1040,42,188,126337,0,515299,mongodb
194564096,31839473,128049152,69632,1040,42,188,126338,0,515309,mongodb
194543616,21929576,128049152,69632,1040,42,188,126339,0,515319,mongodb
194510848,37488624,128065536,69632,1040,42,188,126340,0,515329,mongodb
194510848,37488624,128065536,69632,1040,42,188,126350,0,515339,mongodb
194482176,21434478,128065536,69632,1040,42,188,126351,0,515349,mongodb
194502656,36579822,128065536,69632,1040,42,188,126352,0,515359,mongodb
194502656,36579822,128065536,69632,1040,42,188,126353,0,515369,mongodb
194539520,30752328,128081920,69632,1040,42,188,126354,0,515379,mongodb
194560000,30557953,128081920,69632,1040,42,188,126355,0,515389,mongodb
194560000,30557953,128081920,69632,1040,42,188,126365,0,515399,mongodb
194490368,22725797,128081920,69632,1040,42,188,126366,0,515409,mongodb
194490368,22725797,128081920,69632,1040,42,188,126367,0,515419,mongodb
194514944,32197199,128081920,69632,1040,42,188,126368,0,515429,mongodb
194506752,26199397,128094208,69632,1040,42,188,126369,0,515439,mongodb
194560000,42843442,128094208,69632,1040,42,188,126370,0,515449,mongodb
194560000,42843442,128094208,69632,1040,42,188,126380,0,515459,mongodb
194543616,27140872,128094208,69632,1040,42,188,126381,0,515469,mongodb
194531328,32255796,128094208,69632,1040,42,188,126382,0,515479,mongodb
194531328,32255796,128094208,69632,1040,42,188,126382,0,515489,mongodb
194539520,31328988,128110592,69632,1040,42,188,126382,0,515499,mongodb
194539520,31328988,128110592,69632,1040,42,188,126383,0,515509,mongodb
194527232,32187002,128110592,69632,1040,42,188,126393,0,515519,mongodb
194527232,32187002,128110592,69632,1040,42,188,126394,0,515529,mongodb
194596864,19497831,128110592,69632,1040,42,188,126395,0,515539,mongodb
194596864,19497831,128110592,69632,1040,42,188,126396,0,515549,mongodb
194637824,34266499,128110592,69632,1040,42,188,126397,0,515559,mongodb
194600960,31654682,128126976,69632,1040,42,188,126398,0,515569,mongodb
194498560,33494644,128126976,69632,1040,42,188,126408,0,515579,mongodb
194498560,33494644,128126976,69632,1040,42,188,126409,0,515589,mongodb
194560000,31624347,128126976,69632,1040,42,188,126410,0,515599,mongodb
194523136,25301566,128126976,69632,1040,42,188,126411,0,515609,mongodb
194543616,31874327,128139264,69632,1040,42,188,126412,0,515619,mongodb
194543616,31874327,128139264,69632,1040,42,188,126413,0,515629,mongodb
194547712,21384533,128139264,69632,1040,42,188,126423,0,515639,mongodb
194547712,23650562,128139264,69632,1040,42,188,126424,0,515649,mongodb
194457600,51019428,128139264,69632,1040,42,188,126425,0,515659,mongodb
194457600,51019428,128139264,69632,1040,42,188,126426,0,515668,mongodb
208912384,23088652,128155648,69632,1040,42,188,126427,0,515679,mongodb
208912384,23088652,128155648,69632,1040,42,188,126428,0,515689,mongodb
194519040,26110345,128155648,69632,1040,42,188,126438,0,515699,mongodb
194514944,38709803,128155648,69632,1040,42,188,126439,0,515709,mongodb
194457600,30034233,128155648,69632,1040,42,188,126440,0,515719,mongodb
194457600,30034233,128155648,69632,1040,42,188,126441,0,515729,mongodb
194510848,23513853,128155648,69632,1040,42,188,126442,0,515739,mongodb
194519040,28824388,128172032,69632,1040,42,188,126443,0,515749,mongodb
194514944,33995689,128172032,69632,1040,42,188,126453,0,515758,mongodb
194514944,33995689,128172032,69632,1040,42,188,126454,0,515769,mongodb
194519040,27916169,128172032,69632,1040,42,188,126455,0,515779,mongodb
194461696,35468673,128172032,69632,1040,42,188,126455,0,515789,mongodb
194494464,27309304,128184320,69632,1040,42,188,126455,0,515799,mongodb
194494464,27309304,128184320,69632,1040,42,188,126456,0,515809,mongodb
194551808,23229112,128184320,69632,1040,42,188,126466,0,515819,mongodb
194555904,41995680,128184320,69632,1040,42,188,126467,0,515829,mongodb
194514944,28452554,128184320,69632,1040,42,188,126468,0,515839,mongodb
194514944,28452554,128184320,69632,1040,42,188,126469,0,515849,mongodb
194519040,21648853,128200704,69632,1040,42,188,126470,0,515859,mongodb
194519040,21648853,128200704,69632,1040,42,188,126471,0,515869,mongodb
194428928,30325555,128200704,69632,1040,42,188,126481,0,515879,mongodb
194555904,35716392,128200704,69632,1040,42,188,126482,0,515889,mongodb
194555904,35716392,128200704,69632,1040,42,188,126483,0,515899,mongodb
194478080,25407329,128200704,69632,1040,42,188,126484,0,515909,mongodb
194506752,35499155,128217088,69632,1040,42,188,126485,0,515919,mongodb
194539520,31050042,128217088,69632,1040,42,188,126486,0,515929,mongodb
194539520,31050042,128217088,69632,1040,42,188,126496,0,515939,mongodb
194498560,32475489,128217088,69632,1040,42,188,126497,0,515949,mongodb
194502656,32335142,128217088,69632,1040,42,188,126498,0,515959,mongodb
194502656,32335142,128217088,69632,1040,42,188,126499,0,515969,mongodb
194424832,32236460,128229376,69632,1040,42,188,126500,0,515979,mongodb
194424832,32236460,128229376,69632,1040,42,188,126501,0,515989,mongodb
194490368,33628402,128229376,69632,1040,42,188,126512,0,515999,mongodb
194441216,24685920,128229376,69632,1040,42,188,126513,0,516009,mongodb
194441216,24685920,128229376,69632,1040,42,188,126514,0,516019,mongodb
194555904,35976274,128229376,69632,1040,42,188,126515,0,516029,mongodb
194555904,35976274,128229376,69632,1040,42,188,126516,0,516039,mongodb
194527232,24365622,128245760,69632,1040,42,188,126517,0,516049,mongodb
194478080,27297236,128245760,69632,1040,42,188,126527,0,516059,mongodb
194551808,34675859,128245760,69632,1040,42,188,126528,0,516069,mongodb
194551808,34675859,128245760,69632,1040,42,188,126529,0,516079,mongodb
194797568,29699076,128245760,69632,1040,42,188,126529,0,516089,mongodb
194568192,35317512,128262144,69632,1040,42,188,126529,0,516099,mongodb
194568192,35317512,128262144,69632,1040,42,188,126530,0,516109,mongodb
194584576,24413798,128262144,69632,1040,42,188,126540,0,516119,mongodb
207171584,30218403,128262144,69632,1040,42,188,126541,0,516129,mongodb
194617344,34860539,128262144,69632,1040,42,188,126542,0,516139,mongodb
194617344,34860539,128262144,69632,1040,42,188,126543,0,516148,mongodb
207581184,34693330,128274432,69632,1040,42,188,126544,0,516159,mongodb
207581184,34693330,128274432,69632,1040,42,188,126545,0,516169,mongodb
211025920,32708517,128274432,69632,1040,42,188,126557,0,516179,mongodb
194539520,25019980,128274432,69632,1040,42,188,126558,0,516189,mongodb
194617344,30055093,128274432,69632,1040,42,188,126559,0,516199,mongodb
194617344,30055093,128274432,69632,1040,42,188,126560,0,516209,mongodb
194400256,23845416,128274432,69632,1040,42,188,126561,0,516219,mongodb
194580480,36484567,128290816,69632,1040,42,188,126562,0,516229,mongodb
194617344,31064255,128290816,69632,1040,42,188,126572,0,516239,mongodb
194646016,29839418,128290816,69632,1040,42,188,126573,0,516249,mongodb
18374656,4961204,36864,110592,914,42,260,42931,0,515265,postgresql
18374656,4731011,36864,110592,914,42,260,42931,0,515275,postgresql
18374656,4731011,36864,110592,914,42,260,42936,0,515285,postgresql
18321408,6764778,36864,110592,914,42,260,42936,0,515295,postgresql
18407424,5276369,36864,110592,914,42,260,42936,0,515305,postgresql
18415616,4426689,36864,110592,914,42,260,42936,0,515315,postgresql
18284544,6397728,36864,110592,914,42,260,42936,0,515325,postgresql
18333696,7320553,36864,110592,914,42,260,42936,0,515335,postgresql
18333696,7320553,36864,110592,914,42,260,42941,0,515345,postgresql
18231296,4737013,36864,110592,914,42,260,42941,0,515355,postgresql
18296832,4204480,36864,110592,914,42,260,42941,0,515365,postgresql
18276352,9032243,36864,110592,914,42,260,42941,0,515375,postgresql
18313216,3627566,36864,110592,914,42,260,42941,0,515385,postgresql
18313216,3627566,36864,110592,914,42,260,42941,0,515395,postgresql
18337792,3707964,36864,110592,914,42,260,42946,0,515405,postgresql
18296832,5198584,36864,110592,914,42,260,42946,0,515415,postgresql
18296832,5198584,36864,110592,914,42,260,42946,0,515425,postgresql
18317312,6277768,36864,110592,914,42,260,42946,0,515435,postgresql
18321408,4174255,36864,110592,914,42,260,42946,0,515445,postgresql
18321408,4174255,36864,110592,914,42,260,42946,0,515455,postgresql
18354176,5562884,36864,110592,914,42,260,42951,0,515465,postgresql
18386944,6952732,36864,110592,914,42,260,42951,0,515475,postgresql
18386944,6952732,36864,110592,914,42,260,42951,0,515485,postgresql
18345984,6400896,36864,110592,914,42,260,42951,0,515495,postgresql
18345984,6400896,36864,110592,914,42,260,42951,0,515505,postgresql
18386944,3328578,36864,110592,914,42,260,42951,0,515515,postgresql
18223104,7473445,36864,110592,914,42,260,42956,0,515525,postgresql
18223104,7473445,36864,110592,914,42,260,42956,0,515535,postgresql
18219008,3615539,36864,110592,914,42,260,42956,0,515545,postgresql
18219008,3615539,36864,110592,914,42,260,42956,0,515555,postgresql
18227200,4955108,36864,110592,914,42,260,42956,0,515565,postgresql
18227200,4583393,36864,110592,914,42,260,42956,0,515575,postgresql
18243584,5392355,36864,110592,914,42,260,42961,0,515585,postgresql
18243584,5392355,36864,110592,914,42,260,42961,0,515595,postgresql
18280448,3864761,36864,110592,914,42,260,42961,0,515605,postgresql
18280448,3864761,36864,110592,914,42,260,42961,0,515615,postgresql
18214912,4935935,36864,110592,914,42,260,42961,0,515625,postgresql
18575360,5988233,36864,110592,914,42,260,42961,0,515635,postgresql
18575360,5988233,36864,110592,914,42,260,42966,0,515645,postgresql
18239488,6215801,36864,110592,914,42,260,42966,0,515655,postgresql
18239488,3724321,36864,110592,914,42,260,42966,0,515665,postgresql
18239488,3724321,36864,110592,914,42,260,42966,0,515675,postgresql
18165760,6534555,36864,110592,914,42,260,42966,0,515685,postgresql
18272256,3990062,36864,110592,914,42,260,42966,0,515695,postgresql
18272256,3990062,36864,110592,914,42,260,42971,0,515705,postgresql
18210816,5786222,36864,110592,914,42,260,42971,0,515715,postgresql
18231296,6610788,36864,110592,914,42,260,42971,0,515725,postgresql
18231296,6610788,36864,110592,914,42,260,42971,0,515735,postgresql
18243584,6237041,36864,110592,914,42,260,42971,0,515745,postgresql
18243584,6237041,36864,110592,914,42,260,42971,0,515755,postgresql
18255872,4345978,36864,110592,914,42,260,42976,0,515765,postgresql
18305024,4437509,36864,110592,914,42,260,42976,0,515775,postgresql
18305024,5297516,36864,110592,914,42,260,42976,0,515785,postgresql
18251776,4219354,36864,110592,914,42,260,42976,0,515795,postgresql
18251776,4219354,36864,110592,914,42,260,42976,0,515805,postgresql
18272256,5842742,36864,110592,914,42,260,42976,0,515815,postgresql
18231296,10920925,36864,110592,914,42,260,42981,0,515825,postgresql
18223104,5827204,36864,110592,914,42,260,42981,0,515835,postgresql
18223104,5827204,36864,110592,914,42,260,42981,0,515845,postgresql
18276352,2963550,36864,110592,914,42,260,42981,0,515855,postgresql
18276352,2963550,36864,110592,914,42,260,42981,0,515865,postgresql
18264064,4480757,36864,110592,914,42,260,42981,0,515875,postgresql
18321408,8543768,36864,110592,914,42,260,42986,0,515885,postgresql
18321408,8543768,36864,110592,914,42,260,42986,0,515895,postgresql
18255872,4038429,36864,110592,914,42,260,42986,0,515905,postgresql
18313216,6555875,36864,110592,914,42,260,42986,0,515915,postgresql
18313216,6555875,36864,110592,914,42,260,42986,0,515925,postgresql
18317312,3780402,36864,110592,914,42,260,42986,0,515935,postgresql
18341888,5360226,36864,110592,914,42,260,42991,0,515945,postgresql
18341888,5360226,36864,110592,914,42,260,42991,0,515955,postgresql
18309120,4761067,36864,110592,914,42,260,42991,0,515965,postgresql
18329600,4881743,36864,110592,914,42,260,42991,0,515975,postgresql
18350080,7622815,36864,110592,914,42,260,42991,0,515985,postgresql
18350080,7622815,36864,110592,914,42,260,42991,0,515995,postgresql
