@relation 'de.lukonjun.metricscollector.ml.J48AnomalyDetector@3eef7da3 data'

@attribute memoryUsageBytes numeric
@attribute cpuUsageNanocores numeric
@attribute logsfsUsedBytes numeric
@attribute rootfsUsedBytes numeric
@attribute imageSizeBytes numeric
@attribute rx_bytes numeric
@attribute tx_bytes numeric
@attribute ioServiceRecursiveRead numeric
@attribute ioServiceRecursiveWrite numeric
@attribute usedBytesVolume numeric
@attribute runningTimeSeconds numeric
@attribute class {mysql,nginx,mongodb,postgresql,apache}

@data
521170944,27557463,32768,65536,627390603,19231312390,19030829032,180,2083680,0,3124795,mysql
521170944,28301811,32768,65536,627390603,19231312390,19030829032,180,2083680,0,3124805,mysql
521170944,28301811,32768,65536,627390603,19231450371,19030974685,180,2083680,0,3124815,mysql
521170944,30146708,32768,65536,627390603,19231528721,19031058869,180,2083680,0,3124825,mysql
521170944,30146708,32768,65536,627390603,19231611041,19031147609,180,2083680,0,3124835,mysql
521166848,31449744,32768,65536,627390603,19231611041,19031147609,180,2083680,0,3124845,mysql
521150464,27809143,32768,65536,627390603,19231704807,19031247798,180,2083680,0,3124855,mysql
521150464,27809143,32768,65536,627390603,19231778664,19031326177,180,2083680,0,3124865,mysql
521166848,30107754,32768,65536,627390603,19231860058,19031412282,180,2083680,0,3124875,mysql
521166848,30107754,32768,65536,627390603,19231973565,19031534303,180,2083680,0,3124885,mysql
521187328,29030104,32768,65536,627390603,19231973565,19031534303,180,2083680,0,3124895,mysql
521187328,29030104,32768,65536,627390603,19232062071,19031629088,180,2083680,0,3124905,mysql
521179136,31016817,32768,65536,627390603,19232159238,19031731054,180,2083680,0,3124915,mysql
521183232,28897493,32768,65536,627390603,19232159238,19031731054,180,2083680,0,3124925,mysql
521183232,28897493,32768,65536,627390603,19232282350,19031859861,180,2083680,0,3124935,mysql
521187328,26862445,32768,65536,627390603,19232387307,19031972743,180,2083680,0,3124945,mysql
521183232,30847101,32768,65536,627390603,19232478885,19032071309,180,2083680,0,3124955,mysql
521170944,30380713,32768,65536,627390603,19232478885,19032071309,180,2083680,0,3124965,mysql
521170944,30380713,32768,65536,627390603,19232595952,19032196131,180,2083680,0,3124975,mysql
521175040,32759328,32768,65536,627390603,19232595952,19032196131,180,2083680,0,3124985,mysql
521175040,32759328,32768,65536,627390603,19232737092,19032345240,180,2083680,0,3124995,mysql
521183232,31625176,32768,65536,627390603,19232814389,19032427094,180,2083680,0,3125005,mysql
521187328,26596391,32768,65536,627390603,19232905381,19032523320,180,2083680,0,3125015,mysql
521187328,26596391,32768,65536,627390603,19232905381,19032523320,180,2083680,0,3125025,mysql
521179136,31354895,32768,65536,627390603,19232995227,19032618984,180,2083680,0,3125035,mysql
521179136,28512217,32768,65536,627390603,19232995227,19032618984,180,2083680,0,3125045,mysql
521179136,28512217,32768,65536,627390603,19233120461,19032750981,180,2083680,0,3125055,mysql
521175040,31696778,32768,65536,627390603,19233191194,19032826019,180,2083680,0,3125065,mysql
521183232,30331093,32768,65536,627390603,19233264919,19032905115,180,2083680,0,3125075,mysql
521183232,30331093,32768,65536,627390603,19233359485,19033009864,180,2083680,0,3125085,mysql
521170944,33962109,32768,65536,627390603,19233359485,19033009864,180,2083680,0,3125095,mysql
3985408,92820,28672,86016,89301127,22711230,11846092,19,1,0,278308,nginx
3985408,73917,28672,86016,89301127,22712590,11846792,19,1,0,278318,nginx
3985408,90760,28672,86016,89301127,22712590,11846792,19,1,0,278328,nginx
3985408,90760,28672,86016,89301127,22714222,11847698,19,1,0,278338,nginx
3985408,129360,28672,86016,89301127,22715310,11848258,19,1,0,278348,nginx
3985408,88867,28672,86016,89301127,22716398,11848818,19,1,0,278358,nginx
3985408,88867,28672,86016,89301127,22716398,11848818,19,1,0,278368,nginx
3985408,97435,28672,86016,89301127,22718030,11849658,19,1,0,278378,nginx
3985408,97435,28672,86016,89301127,22718030,11849658,19,1,0,278388,nginx
3985408,111272,28672,86016,89301127,22719390,11850358,19,1,0,278398,nginx
3985408,111272,28672,86016,89301127,22719390,11850358,19,1,0,278408,nginx
3985408,110899,28672,86016,89301127,22720750,11851058,19,1,0,278418,nginx
3985408,51522,28672,86016,89301127,22721838,11851618,19,1,0,278428,nginx
3985408,143054,28672,86016,89301127,22721838,11851618,19,1,0,278438,nginx
3985408,143054,28672,86016,89301127,22723198,11852318,19,1,0,278448,nginx
3985408,81931,28672,86016,89301127,22724286,11852878,19,1,0,278458,nginx
3985408,86123,28672,86016,89301127,22725102,11853298,19,1,0,278468,nginx
3985408,140774,28672,86016,89301127,22725102,11853298,19,1,0,278478,nginx
3985408,140774,28672,86016,89301127,22726734,11854138,19,1,0,278488,nginx
3985408,82389,28672,86016,89301127,22727550,11854558,19,1,0,278498,nginx
3985408,85755,28672,86016,89301127,22727550,11854558,19,1,0,278508,nginx
3985408,85755,28672,86016,89301127,22728638,11855118,19,1,0,278518,nginx
3985408,109781,28672,86016,89301127,22729726,11855678,19,1,0,278528,nginx
3985408,66515,28672,86016,89301127,22729726,11855678,19,1,0,278538,nginx
3985408,66515,28672,86016,89301127,22731358,11856518,19,1,0,278548,nginx
3985408,105035,28672,86016,89301127,22732446,11857078,19,1,0,278558,nginx
3985408,105035,28672,86016,89301127,22733262,11857498,19,1,0,278568,nginx
3985408,74115,28672,86016,89301127,22734350,11858124,19,1,0,278578,nginx
3985408,74115,28672,86016,89301127,22734350,11858124,19,1,0,278588,nginx
3985408,121196,28672,86016,89301127,22735710,11858824,19,1,0,278598,nginx
3985408,57032,28672,86016,89301127,22735710,11858824,19,1,0,278608,nginx
3985408,57032,28672,86016,89301127,22737070,11859524,19,1,0,278618,nginx
3985408,104250,28672,86016,89301127,22737886,11859944,19,1,0,278628,nginx
3985408,104250,28672,86016,89301127,22739246,11860644,19,1,0,278638,nginx
3985408,103322,28672,86016,89301127,22740062,11861064,19,1,0,278648,nginx
3985408,103322,28672,86016,89301127,22740062,11861064,19,1,0,278658,nginx
3985408,102456,28672,86016,89301127,22741422,11861764,19,1,0,278668,nginx
3985408,75701,28672,86016,89301127,22742238,11862184,19,1,0,278678,nginx
3985408,113993,28672,86016,89301127,22742238,11862184,19,1,0,278688,nginx
3985408,113993,28672,86016,89301127,22743870,11863024,19,1,0,278698,nginx
3985408,90253,28672,86016,89301127,22744686,11863444,19,1,0,278708,nginx
3985408,90253,28672,86016,89301127,22744686,11863444,19,1,0,278718,nginx
3985408,103916,28672,86016,89301127,22746318,11864284,19,1,0,278728,nginx
3985408,58592,28672,86016,89301127,22746318,11864284,19,1,0,278738,nginx
3985408,63427,28672,86016,89301127,22747950,11865124,19,1,0,278748,nginx
3985408,63427,28672,86016,89301127,22749038,11865684,19,1,0,278758,nginx
3985408,135081,28672,86016,89301127,22749038,11865684,19,1,0,278768,nginx
3985408,135081,28672,86016,89301127,22750398,11866384,19,1,0,278778,nginx
3985408,94275,28672,86016,89301127,22750398,11866384,19,1,0,278788,nginx
3985408,96680,28672,86016,89301127,22751758,11867084,19,1,0,278798,nginx
3985408,96680,28672,86016,89301127,22752846,11867644,19,1,0,278808,nginx
3985408,107831,28672,86016,89301127,22752846,11867644,19,1,0,278818,nginx
3985408,107831,28672,86016,89301127,22754206,11868344,19,1,0,278828,nginx
3985408,79665,28672,86016,89301127,22755294,11868904,19,1,0,278838,nginx
3985408,79665,28672,86016,89301127,22755294,11868904,19,1,0,278848,nginx
3985408,110256,28672,86016,89301127,22756654,11869604,19,1,0,278858,nginx
3985408,123755,28672,86016,89301127,22757742,11870164,19,1,0,278868,nginx
3985408,123755,28672,86016,89301127,22758558,11870584,19,1,0,278878,nginx
3985408,123547,28672,86016,89301127,22758558,11870584,19,1,0,278888,nginx
3985408,123547,28672,86016,89301127,22759918,11871284,19,1,0,278898,nginx
3985408,70883,28672,86016,89301127,22760734,11871704,19,1,0,278908,nginx
3985408,77315,28672,86016,89301127,22760734,11871704,19,1,0,278918,nginx
3985408,77315,28672,86016,89301127,22762366,11872544,19,1,0,278928,nginx
3985408,86928,28672,86016,89301127,22762366,11872544,19,1,0,278938,nginx
3985408,86928,28672,86016,89301127,22763726,11873244,19,1,0,278948,nginx
3985408,110263,28672,86016,89301127,22765086,11873944,19,1,0,278958,nginx
3985408,74645,28672,86016,89301127,22766174,11874504,19,1,0,278968,nginx
3985408,100025,28672,86016,89301127,22766174,11874504,19,1,0,278978,nginx
3985408,100025,28672,86016,89301127,22766990,11874924,19,1,0,278988,nginx
3985408,111394,28672,86016,89301127,22768078,11875484,19,1,0,278998,nginx
3985408,103734,28672,86016,89301127,22768078,11875484,19,1,0,279008,nginx
3985408,103734,28672,86016,89301127,22769710,11876324,19,1,0,279018,nginx
3985408,93620,28672,86016,89301127,22771070,11877024,19,1,0,279028,nginx
3985408,93620,28672,86016,89301127,22771070,11877024,19,1,0,279038,nginx
3985408,121017,28672,86016,89301127,22772158,11877584,19,1,0,279048,nginx
3985408,58114,28672,86016,89301127,22773246,11878144,19,1,0,279058,nginx
3985408,58114,28672,86016,89301127,22774062,11878564,19,1,0,279068,nginx
3985408,93860,28672,86016,89301127,22775150,11879124,19,1,0,279078,nginx
3985408,140288,28672,86016,89301127,22775150,11879124,19,1,0,279088,nginx
3985408,140288,28672,86016,89301127,22776510,11879824,19,1,0,279098,nginx
3985408,84119,28672,86016,89301127,22777326,11880244,19,1,0,279108,nginx
3985408,97900,28672,86016,89301127,22778414,11880804,19,1,0,279118,nginx
3985408,87682,28672,86016,89301127,22778414,11880804,19,1,0,279128,nginx
3985408,87682,28672,86016,89301127,22779230,11881224,19,1,0,279138,nginx
3985408,88579,28672,86016,89301127,22780046,11881644,19,1,0,279148,nginx
3985408,120099,28672,86016,89301127,22781678,11882484,19,1,0,279158,nginx
3985408,72509,28672,86016,89301127,22781678,11882484,19,1,0,279168,nginx
3985408,72509,28672,86016,89301127,22783038,11883184,19,1,0,279178,nginx
3985408,94669,28672,86016,89301127,22783038,11883184,19,1,0,279188,nginx
3985408,94669,28672,86016,89301127,22784126,11883744,19,1,0,279198,nginx
3985408,112558,28672,86016,89301127,22785214,11884304,19,1,0,279208,nginx
3985408,112558,28672,86016,89301127,22786030,11884724,19,1,0,279218,nginx
3985408,116185,28672,86016,89301127,22786030,11884724,19,1,0,279228,nginx
3985408,94172,28672,86016,89301127,22787662,11885630,19,1,0,279238,nginx
3985408,111620,28672,86016,89301127,22788750,11886190,19,1,0,279248,nginx
3985408,111620,28672,86016,89301127,22788750,11886190,19,1,0,279258,nginx
3985408,84690,28672,86016,89301127,22790110,11886890,19,1,0,279268,nginx
3985408,80657,28672,86016,89301127,22790110,11886890,19,1,0,279278,nginx
3985408,80657,28672,86016,89301127,22791470,11887590,19,1,0,279288,nginx
189480960,29304952,69136384,69632,453770468,1040,42,182,68270,0,278299,mongodb
189374464,26021809,69148672,69632,453770468,1040,42,182,68271,0,278309,mongodb
189423616,24671838,69148672,69632,453770468,1040,42,182,68272,0,278319,mongodb
189423616,24671838,69148672,69632,453770468,1040,42,182,68273,0,278329,mongodb
189419520,30580583,69148672,69632,453770468,1040,42,182,68274,0,278339,mongodb
189419520,30580583,69148672,69632,453770468,1040,42,182,68275,0,278349,mongodb
189337600,21881831,69148672,69632,453770468,1040,42,182,68285,0,278358,mongodb
189394944,40859741,69165056,69632,453770468,1040,42,182,68286,0,278369,mongodb
189394944,40859741,69165056,69632,453770468,1040,42,182,68287,0,278379,mongodb
189353984,25623264,69165056,69632,453770468,1040,42,182,68288,0,278389,mongodb
189411328,42893263,69165056,69632,453770468,1040,42,182,68289,0,278399,mongodb
189358080,26250279,69165056,69632,453770468,1040,42,182,68290,0,278409,mongodb
189358080,26250279,69165056,69632,453770468,1040,42,182,68300,0,278419,mongodb
189444096,39371188,69177344,69632,453770468,1040,42,182,68301,0,278429,mongodb
189444096,39371188,69177344,69632,453770468,1040,42,182,68302,0,278439,mongodb
189399040,18681375,69177344,69632,453770468,1040,42,182,68303,0,278449,mongodb
189353984,34364358,69177344,69632,453770468,1040,42,182,68304,0,278459,mongodb
189353984,34364358,69177344,69632,453770468,1040,42,182,68305,0,278469,mongodb
189624320,29303475,69177344,69632,453770468,1040,42,182,68315,0,278479,mongodb
189669376,33334702,69193728,69632,453770468,1040,42,182,68315,0,278489,mongodb
189669376,33334702,69193728,69632,453770468,1040,42,182,68315,0,278499,mongodb
189657088,25932949,69193728,69632,453770468,1040,42,182,68316,0,278509,mongodb
189722624,32729444,69193728,69632,453770468,1040,42,182,68317,0,278519,mongodb
189722624,32729444,69193728,69632,453770468,1040,42,182,68318,0,278529,mongodb
189718528,22448809,69193728,69632,453770468,1040,42,182,68328,0,278539,mongodb
189689856,38706880,69210112,69632,453770468,1040,42,182,68329,0,278549,mongodb
189710336,25997534,69210112,69632,453770468,1040,42,182,68330,0,278559,mongodb
189710336,25997534,69210112,69632,453770468,1040,42,182,68331,0,278569,mongodb
189620224,30783514,69210112,69632,453770468,1040,42,182,68332,0,278579,mongodb
189644800,28700305,69210112,69632,453770468,1040,42,182,68333,0,278589,mongodb
189644800,28700305,69210112,69632,453770468,1040,42,182,68343,0,278599,mongodb
189669376,32191092,69222400,69632,453770468,1040,42,182,68344,0,278609,mongodb
189669376,32191092,69222400,69632,453770468,1040,42,182,68345,0,278619,mongodb
189706240,22062192,69222400,69632,453770468,1040,42,182,68346,0,278629,mongodb
189718528,31524747,69222400,69632,453770468,1040,42,182,68347,0,278639,mongodb
189718528,31524747,69222400,69632,453770468,1040,42,182,68348,0,278649,mongodb
189657088,26889994,69222400,69632,453770468,1040,42,182,68358,0,278659,mongodb
189657088,26889994,69222400,69632,453770468,1040,42,182,68359,0,278669,mongodb
189624320,27792967,69238784,69632,453770468,1040,42,182,68360,0,278679,mongodb
189624320,27792967,69238784,69632,453770468,1040,42,182,68361,0,278689,mongodb
189640704,29100330,69238784,69632,453770468,1040,42,182,68362,0,278699,mongodb
189657088,26317053,69238784,69632,453770468,1040,42,182,68363,0,278709,mongodb
189685760,32570385,69255168,69632,453770468,1040,42,182,68373,0,278719,mongodb
189685760,32570385,69255168,69632,453770468,1040,42,182,68374,0,278729,mongodb
189648896,31463925,69255168,69632,453770468,1040,42,182,68375,0,278739,mongodb
189648896,31463925,69255168,69632,453770468,1040,42,182,68376,0,278749,mongodb
189751296,31069238,69255168,69632,453770468,1040,42,182,68377,0,278759,mongodb
189751296,31069238,69255168,69632,453770468,1040,42,182,68378,0,278769,mongodb
189665280,20186323,69255168,69632,453770468,1040,42,182,68388,0,278779,mongodb
189665280,20186323,69255168,69632,453770468,1040,42,182,68388,0,278789,mongodb
189763584,30461818,69267456,69632,453770468,1040,42,182,68388,0,278799,mongodb
189685760,47635631,69267456,69632,453770468,1040,42,182,68389,0,278809,mongodb
189702144,22193774,69267456,69632,453770468,1040,42,182,68390,0,278819,mongodb
189702144,22193774,69267456,69632,453770468,1040,42,182,68391,0,278829,mongodb
189755392,22231993,69267456,69632,453770468,1040,42,182,68402,0,278839,mongodb
189755392,22231993,69267456,69632,453770468,1040,42,182,68403,0,278849,mongodb
189714432,29508742,69283840,69632,453770468,1040,42,182,68404,0,278859,mongodb
189800448,35134394,69283840,69632,453770468,1040,42,182,68405,0,278869,mongodb
189800448,35134394,69283840,69632,453770468,1040,42,182,68406,0,278879,mongodb
189685760,31472930,69283840,69632,453770468,1040,42,182,68407,0,278889,mongodb
189734912,23527687,69300224,69632,453770468,1040,42,182,68417,0,278899,mongodb
189927424,28661096,69300224,69632,453770468,1040,42,182,68418,0,278909,mongodb
189829120,25120618,69300224,69632,453770468,1040,42,182,68419,0,278919,mongodb
189784064,29869663,69300224,69632,453770468,1040,42,182,68420,0,278929,mongodb
189784064,29869663,69300224,69632,453770468,1040,42,182,68421,0,278939,mongodb
189730816,26576245,69300224,69632,453770468,1040,42,182,68422,0,278949,mongodb
189734912,32431662,69300224,69632,453770468,1040,42,182,68432,0,278959,mongodb
189734912,32431662,69300224,69632,453770468,1040,42,182,68433,0,278969,mongodb
189673472,26995480,69312512,69632,453770468,1040,42,182,68434,0,278979,mongodb
189693952,31421321,69312512,69632,453770468,1040,42,182,68435,0,278989,mongodb
189693952,31421321,69312512,69632,453770468,1040,42,182,68436,0,278999,mongodb
189698048,28461779,69312512,69632,453770468,1040,42,182,68437,0,279009,mongodb
189698048,28461779,69312512,69632,453770468,1040,42,182,68447,0,279019,mongodb
189775872,33257442,69328896,69632,453770468,1040,42,182,68448,0,279029,mongodb
189775872,33257442,69328896,69632,453770468,1040,42,182,68449,0,279039,mongodb
189710336,21354733,69328896,69632,453770468,1040,42,182,68450,0,279049,mongodb
189726720,28105114,69328896,69632,453770468,1040,42,182,68451,0,279059,mongodb
189698048,36328216,69328896,69632,453770468,1040,42,182,68452,0,279069,mongodb
189698048,36328216,69328896,69632,453770468,1040,42,182,68462,0,279079,mongodb
189759488,28292756,69345280,69632,453770468,1040,42,182,68462,0,279089,mongodb
189726720,23631174,69345280,69632,453770468,1040,42,182,68462,0,279099,mongodb
189726720,23631174,69345280,69632,453770468,1040,42,182,68463,0,279109,mongodb
189784064,32051933,69345280,69632,453770468,1040,42,182,68464,0,279119,mongodb
189820928,36624845,69345280,69632,453770468,1040,42,182,68465,0,279129,mongodb
189763584,22478422,69357568,69632,453770468,1040,42,182,68475,0,279139,mongodb
189874176,29188285,69357568,69632,453770468,1040,42,182,68476,0,279149,mongodb
189874176,29188285,69357568,69632,453770468,1040,42,182,68477,0,279159,mongodb
189853696,30527486,69357568,69632,453770468,1040,42,182,68478,0,279169,mongodb
189853696,30527486,69357568,69632,453770468,1040,42,182,68479,0,279179,mongodb
189865984,30708947,69357568,69632,453770468,1040,42,182,68480,0,279189,mongodb
189980672,32047989,69373952,69632,453770468,1040,42,182,68490,0,279199,mongodb
189980672,32047989,69373952,69632,453770468,1040,42,182,68491,0,279209,mongodb
189870080,26843846,69373952,69632,453770468,1040,42,182,68492,0,279219,mongodb
189870080,26843846,69373952,69632,453770468,1040,42,182,68493,0,279229,mongodb
189837312,28852754,69373952,69632,453770468,1040,42,182,68494,0,279239,mongodb
189808640,34397923,69373952,69632,453770468,1040,42,182,68495,0,279249,mongodb
189808640,34397923,69373952,69632,453770468,1040,42,182,68505,0,279259,mongodb
189747200,23477248,69386240,69632,453770468,1040,42,182,68506,0,279269,mongodb
189607936,32261706,69386240,69632,453770468,1040,42,182,68507,0,279279,mongodb
18030592,4156255,36864,110592,260864226,914,42,240,23201,0,278295,postgresql
17993728,6588388,36864,110592,260864226,914,42,240,23201,0,278305,postgresql
17993728,6588388,36864,110592,260864226,914,42,240,23206,0,278315,postgresql
17993728,2626785,36864,110592,260864226,914,42,240,23206,0,278325,postgresql
18030592,6948076,36864,110592,260864226,914,42,240,23206,0,278335,postgresql
18030592,6948076,36864,110592,260864226,914,42,240,23206,0,278345,postgresql
17956864,4170884,36864,110592,260864226,914,42,240,23206,0,278355,postgresql
17956864,4843900,36864,110592,260864226,914,42,240,23206,0,278365,postgresql
17989632,4709804,36864,110592,260864226,914,42,240,23211,0,278375,postgresql
17989632,4709804,36864,110592,260864226,914,42,240,23211,0,278385,postgresql
17989632,5207723,36864,110592,260864226,914,42,240,23211,0,278395,postgresql
17973248,7511795,36864,110592,260864226,914,42,240,23211,0,278405,postgresql
17973248,7511795,36864,110592,260864226,914,42,240,23211,0,278415,postgresql
17993728,6167634,36864,110592,260864226,914,42,240,23211,0,278425,postgresql
17993728,6167634,36864,110592,260864226,914,42,240,23216,0,278435,postgresql
17969152,4488071,36864,110592,260864226,914,42,240,23216,0,278445,postgresql
17981440,4170148,36864,110592,260864226,914,42,240,23216,0,278455,postgresql
17981440,4170148,36864,110592,260864226,914,42,240,23216,0,278465,postgresql
18006016,9261578,36864,110592,260864226,914,42,240,23216,0,278475,postgresql
18014208,4928381,36864,110592,260864226,914,42,240,23216,0,278485,postgresql
18014208,4928381,36864,110592,260864226,914,42,240,23221,0,278495,postgresql
17965056,6470215,36864,110592,260864226,914,42,240,23221,0,278505,postgresql
17981440,8712027,36864,110592,260864226,914,42,240,23221,0,278515,postgresql
17981440,8712027,36864,110592,260864226,914,42,240,23221,0,278525,postgresql
17948672,4322246,36864,110592,260864226,914,42,240,23221,0,278535,postgresql
17981440,4771470,36864,110592,260864226,914,42,240,23221,0,278545,postgresql
17997824,10231375,36864,110592,260864226,914,42,240,23226,0,278555,postgresql
17997824,10231375,36864,110592,260864226,914,42,240,23226,0,278565,postgresql
17911808,4051013,36864,110592,260864226,914,42,240,23226,0,278575,postgresql
17944576,7261768,36864,110592,260864226,914,42,240,23226,0,278585,postgresql
17944576,7261768,36864,110592,260864226,914,42,240,23226,0,278595,postgresql
17948672,4855001,36864,110592,260864226,914,42,240,23226,0,278605,postgresql
17989632,5490865,36864,110592,260864226,914,42,240,23231,0,278615,postgresql
